Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_subtype,cell_subtype_surface_markers,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,subject_status,tissue
SRR8478499,RNA-Seq,124,3211650592,PRJNA516681,SAMN10793809,1475328129,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478506,RNA-Seq,124,2044988284,PRJNA516681,SAMN10793808,955835900,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283557,GSM3576413,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576413,Blood immune cell,SRP181666,UC,PBMC
SRR8478517,RNA-Seq,124,707260412,PRJNA516681,SAMN10793806,316061026,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478527,RNA-Seq,124,1121123060,PRJNA516681,SAMN10793804,520006393,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283561,GSM3576417,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576417,Blood immune cell,SRP181666,UC,PBMC
SRR8478528,RNA-Seq,124,1220460700,PRJNA516681,SAMN10793804,572788701,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283561,GSM3576417,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576417,Blood immune cell,SRP181666,UC,PBMC
SRR8478530,RNA-Seq,124,2045681692,PRJNA516681,SAMN10793803,957145976,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283562,GSM3576418,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576418,Blood immune cell,SRP181666,UC,PBMC
SRR8478540,RNA-Seq,124,1669180740,PRJNA516681,SAMN10793801,809464326,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478541,RNA-Seq,124,741616348,PRJNA516681,SAMN10793801,366040842,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478555,RNA-Seq,124,300255708,PRJNA516681,SAMN10793733,145528677,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478560,RNA-Seq,124,294343388,PRJNA516681,SAMN10793733,144309389,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478562,RNA-Seq,124,349484700,PRJNA516681,SAMN10793733,170075844,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478567,RNA-Seq,124,315910336,PRJNA516681,SAMN10793733,154742587,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478573,RNA-Seq,124,1876583140,PRJNA516681,SAMN10793732,854984394,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283566,GSM3576422,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576422,Blood immune cell,SRP181666,control,PBMC
SRR8478580,RNA-Seq,124,1747015540,PRJNA516681,SAMN10793731,799315881,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283567,GSM3576423,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576423,Blood immune cell,SRP181666,control,PBMC
SRR8478599,RNA-Seq,124,404886288,PRJNA516681,SAMN10793728,198214471,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478600,RNA-Seq,124,244100324,PRJNA516681,SAMN10793728,122883064,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478613,RNA-Seq,124,656409004,PRJNA516681,SAMN10793727,317996124,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478615,RNA-Seq,124,642668440,PRJNA516681,SAMN10793727,314304900,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478617,RNA-Seq,124,903290028,PRJNA516681,SAMN10793727,439965671,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478633,RNA-Seq,124,1833577460,PRJNA516681,SAMN10793724,791115601,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478642,RNA-Seq,124,2125929780,PRJNA516681,SAMN10793722,906916183,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478646,RNA-Seq,124,1673564016,PRJNA516681,SAMN10793720,749927045,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283575,GSM3576431,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576431,Ileum immune cell,SRP181666,control,ileum
SRR8478410,RNA-Seq,124,1158489344,PRJNA516681,SAMN10793771,542916177,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283543,GSM3576399,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576399,Rectum immune cell,SRP181666,UC,rectum
SRR8478416,RNA-Seq,124,1373059316,PRJNA516681,SAMN10793770,641633082,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283544,GSM3576400,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576400,Rectum immune cell,SRP181666,UC,rectum
SRR8478419,RNA-Seq,124,1692474264,PRJNA516681,SAMN10793769,744040576,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283545,GSM3576401,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576401,Rectum immune cell,SRP181666,UC,rectum
SRR8478491,RNA-Seq,124,1572559816,PRJNA516681,SAMN10793811,678719903,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283554,GSM3576410,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576410,Rectum immune cell,SRP181666,control,rectum
SRR8478494,RNA-Seq,124,1032381344,PRJNA516681,SAMN10793810,438266819,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283555,GSM3576411,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576411,Blood immune cell,SRP181666,control,PBMC
SRR8478508,RNA-Seq,124,1143548088,PRJNA516681,SAMN10793808,531687949,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283557,GSM3576413,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576413,Blood immune cell,SRP181666,UC,PBMC
SRR8478521,RNA-Seq,124,1209971664,PRJNA516681,SAMN10793805,554305650,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283560,GSM3576416,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576416,Blood immune cell,SRP181666,UC,PBMC
SRR8478524,RNA-Seq,124,1908412948,PRJNA516681,SAMN10793805,875639500,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283560,GSM3576416,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576416,Blood immune cell,SRP181666,UC,PBMC
SRR8478539,RNA-Seq,124,1668279384,PRJNA516681,SAMN10793801,803578312,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478553,RNA-Seq,124,237268296,PRJNA516681,SAMN10793733,117820832,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478593,RNA-Seq,124,254354628,PRJNA516681,SAMN10793728,125683002,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478601,RNA-Seq,124,358301596,PRJNA516681,SAMN10793728,174653421,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478606,RNA-Seq,124,592823664,PRJNA516681,SAMN10793727,286109148,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478607,RNA-Seq,124,576408296,PRJNA516681,SAMN10793727,279276233,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478608,RNA-Seq,124,578979064,PRJNA516681,SAMN10793727,282271196,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478638,RNA-Seq,124,2366474900,PRJNA516681,SAMN10793722,1074152992,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478640,RNA-Seq,124,1540941304,PRJNA516681,SAMN10793722,690899607,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478645,RNA-Seq,124,1696668440,PRJNA516681,SAMN10793720,763374468,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283575,GSM3576431,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576431,Ileum immune cell,SRP181666,control,ileum
SRR8478398,RNA-Seq,124,3307560128,PRJNA516681,SAMN10793774,1446225632,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283540,GSM3576396,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576396,Rectum immune cell,SRP181666,control,rectum
SRR8478474,RNA-Seq,124,2196174416,PRJNA516681,SAMN10793813,1008514505,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283552,GSM3576408,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576408,Rectum immune cell,SRP181666,control,rectum
SRR8478482,RNA-Seq,124,1149934336,PRJNA516681,SAMN10793812,486748478,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283553,GSM3576409,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576409,Rectum immune cell,SRP181666,control,rectum
SRR8478592,RNA-Seq,124,754903816,PRJNA516681,SAMN10793728,373310690,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478611,RNA-Seq,124,765069832,PRJNA516681,SAMN10793727,377131057,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478459,RNA-Seq,124,364720952,PRJNA516681,SAMN10793814,173576214,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478452,RNA-Seq,124,81539796,PRJNA516681,SAMN10793815,40782680,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478460,RNA-Seq,124,363838692,PRJNA516681,SAMN10793814,174346171,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478471,RNA-Seq,124,2717584,PRJNA516681,SAMN10793814,1408666,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478500,RNA-Seq,124,3210064632,PRJNA516681,SAMN10793809,1487356260,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478502,RNA-Seq,124,1690553628,PRJNA516681,SAMN10793809,827572808,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478545,RNA-Seq,124,1603925120,PRJNA516681,SAMN10793801,760818075,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478614,RNA-Seq,124,638583880,PRJNA516681,SAMN10793727,310514085,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478619,RNA-Seq,124,879299748,PRJNA516681,SAMN10793727,432330281,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478621,RNA-Seq,124,2078021016,PRJNA516681,SAMN10793726,964241240,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
