Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[FACS sorting]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[disease]	Factor Value[sampling site]	Factor Value[FACS sorting]
SKN8090594	ERS5690578	SAMEA8003329	Homo sapiens	P2	adult	male	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090594	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090594	sequencing assay	ERX5053697	SKN8090594.bam	SKN8090594.bam	ERR5263361	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263361/SKN8090594.bam	SKN8090594_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090594_S1_L001_R1_001.fastq.gz	SKN8090594_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090594_S1_L001_R2_001.fastq.gz	SKN8090594_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090595	ERS5690579	SAMEA8003330	Homo sapiens	P2	adult	male	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090595	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090595	sequencing assay	ERX5053698	SKN8090595.bam	SKN8090595.bam	ERR5263362	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263362/SKN8090595.bam	SKN8090595_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090595_S1_L001_R1_001.fastq.gz	SKN8090595_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090595_S1_L001_R2_001.fastq.gz	SKN8090595_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8090600	ERS5690580	SAMEA8003331	Homo sapiens	P3	adult	female	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090600	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090600	sequencing assay	ERX5053699	SKN8090600.bam	SKN8090600.bam	ERR5263363	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263363/SKN8090600.bam	SKN8090600_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090600_S1_L001_R1_001.fastq.gz	SKN8090600_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090600_S1_L001_R2_001.fastq.gz	SKN8090600_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090601	ERS5690581	SAMEA8003332	Homo sapiens	P3	adult	female	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090601	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090601	sequencing assay	ERX5053700	SKN8090601.bam	SKN8090601.bam	ERR5263364	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263364/SKN8090601.bam	SKN8090601_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090601_S1_L001_R1_001.fastq.gz	SKN8090601_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090601_S1_L001_R2_001.fastq.gz	SKN8090601_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
SKN8090602	ERS5690582	SAMEA8003333	Homo sapiens	P3	adult	female	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090602	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090602	sequencing assay	ERX5053701	SKN8090602.bam	SKN8090602.bam	ERR5263365	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263365/SKN8090602.bam	SKN8090602_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090602_S1_L001_R1_001.fastq.gz	SKN8090602_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090602_S1_L001_R2_001.fastq.gz	SKN8090602_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090603	ERS5690583	SAMEA8003334	Homo sapiens	P3	adult	female	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090603	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090603	sequencing assay	ERX5053702	SKN8090603.bam	SKN8090603.bam	ERR5263366	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263366/SKN8090603.bam	SKN8090603_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090603_S1_L001_R1_001.fastq.gz	SKN8090603_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090603_S1_L001_R2_001.fastq.gz	SKN8090603_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8090604	ERS5690584	SAMEA8003335	Homo sapiens	P3	adult	female	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090604	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090604	sequencing assay	ERX5053703	SKN8090604.bam	SKN8090604.bam	ERR5263367	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263367/SKN8090604.bam	SKN8090604_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090604_S1_L001_R1_001.fastq.gz	SKN8090604_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090604_S1_L001_R2_001.fastq.gz	SKN8090604_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090605	ERS5690585	SAMEA8003336	Homo sapiens	P3	adult	female	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090605	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090605	sequencing assay	ERX5053704	SKN8090605.bam	SKN8090605.bam	ERR5263368	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263368/SKN8090605.bam	SKN8090605_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090605_S1_L001_R1_001.fastq.gz	SKN8090605_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090605_S1_L001_R2_001.fastq.gz	SKN8090605_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
SKN8090606	ERS5690586	SAMEA8003337	Homo sapiens	P3	adult	female	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090606	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090606	sequencing assay	ERX5053705	SKN8090606.bam	SKN8090606.bam	ERR5263369	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263369/SKN8090606.bam	SKN8090606_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090606_S1_L001_R1_001.fastq.gz	SKN8090606_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090606_S1_L001_R2_001.fastq.gz	SKN8090606_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090607	ERS5690587	SAMEA8003338	Homo sapiens	P3	adult	female	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090607	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090607	sequencing assay	ERX5053706	SKN8090607.bam	SKN8090607.bam	ERR5263370	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263370/SKN8090607.bam	SKN8090607_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090607_S1_L001_R1_001.fastq.gz	SKN8090607_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090607_S1_L001_R2_001.fastq.gz	SKN8090607_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8104894	ERS5690588	SAMEA8003339	Homo sapiens	S4	adult	female	normal	skin of body	epidermis	keratinocytes CD49f-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104894	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104894	sequencing assay	ERX5053707	SKN8104894.bam	SKN8104894.bam	ERR5263371	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263371/SKN8104894.bam	SKN8104894_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104894_S1_L001_R1_001.fastq.gz	SKN8104894_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104894_S1_L001_R2_001.fastq.gz	SKN8104894_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	keratinocytes CD49f-
SKN8104895	ERS5690589	SAMEA8003340	Homo sapiens	S4	adult	female	normal	skin of body	epidermis	keratinocytes CD49f+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104895	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104895	sequencing assay	ERX5053708	SKN8104895.bam	SKN8104895.bam	ERR5263372	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263372/SKN8104895.bam	SKN8104895_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104895_S1_L001_R1_001.fastq.gz	SKN8104895_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104895_S1_L001_R2_001.fastq.gz	SKN8104895_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	keratinocytes CD49f+
SKN8104896	ERS5690590	SAMEA8003341	Homo sapiens	S4	adult	female	normal	skin of body	epidermis	lymphocytes	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104896	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104896	sequencing assay	ERX5053709	SKN8104896.bam	SKN8104896.bam	ERR5263373	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263373/SKN8104896.bam	SKN8104896_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104896_S1_L001_R1_001.fastq.gz	SKN8104896_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104896_S1_L001_R2_001.fastq.gz	SKN8104896_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	lymphocytes
SKN8104897	ERS5690591	SAMEA8003342	Homo sapiens	S4	adult	female	normal	skin of body	epidermis	APCs	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104897	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104897	sequencing assay	ERX5053710	SKN8104897.bam	SKN8104897.bam	ERR5263374	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263374/SKN8104897.bam	SKN8104897_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104897_S1_L001_R1_001.fastq.gz	SKN8104897_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104897_S1_L001_R2_001.fastq.gz	SKN8104897_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	APCs
SKN8104899	ERS5690592	SAMEA8003343	Homo sapiens	S4	adult	female	normal	skin of body	dermis	fibroblasts	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104899	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104899	sequencing assay	ERX5053711	SKN8104899.bam	SKN8104899.bam	ERR5263375	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263375/SKN8104899.bam	SKN8104899_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104899_S1_L001_R1_001.fastq.gz	SKN8104899_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104899_S1_L001_R2_001.fastq.gz	SKN8104899_S1_L001_I1_001.fastq.gz	  	  	  	normal	dermis	fibroblasts
SKN8104900	ERS5690593	SAMEA8003344	Homo sapiens	S4	adult	female	normal	skin of body	dermis	endothelium	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104900	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104900	sequencing assay	ERX5053712	SKN8104900.bam	SKN8104900.bam	ERR5263376	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263376/SKN8104900.bam	SKN8104900_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104900_S1_L001_R1_001.fastq.gz	SKN8104900_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104900_S1_L001_R2_001.fastq.gz	SKN8104900_S1_L001_I1_001.fastq.gz	  	  	  	normal	dermis	endothelium
SKN8104901	ERS5690594	SAMEA8003345	Homo sapiens	S4	adult	female	normal	skin of body	dermis	APCs	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104901	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104901	sequencing assay	ERX5053713	SKN8104901.bam	SKN8104901.bam	ERR5263377	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263377/SKN8104901.bam	SKN8104901_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104901_S1_L001_R1_001.fastq.gz	SKN8104901_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104901_S1_L001_R2_001.fastq.gz	SKN8104901_S1_L001_I1_001.fastq.gz	  	  	  	normal	dermis	APCs
SKN8104902	ERS5690595	SAMEA8003346	Homo sapiens	S4	adult	female	normal	skin of body	dermis	lymphocytes	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8104902	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8104902	sequencing assay	ERX5053714	SKN8104902.bam	SKN8104902.bam	ERR5263378	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263378/SKN8104902.bam	SKN8104902_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104902_S1_L001_R1_001.fastq.gz	SKN8104902_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8104902_S1_L001_R2_001.fastq.gz	SKN8104902_S1_L001_I1_001.fastq.gz	  	  	  	normal	dermis	lymphocytes
SKN8105192	ERS5690596	SAMEA8003347	Homo sapiens	S5	adult	female	normal	skin of body	epidermis	keratinocytes CD49f-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8105192	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8105192	sequencing assay	ERX5053715	SKN8105192.bam	SKN8105192.bam	ERR5263379	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263379/SKN8105192.bam	SKN8105192_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105192_S1_L001_R1_001.fastq.gz	SKN8105192_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105192_S1_L001_R2_001.fastq.gz	SKN8105192_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	keratinocytes CD49f-
SKN8105193	ERS5690597	SAMEA8003348	Homo sapiens	S5	adult	female	normal	skin of body	epidermis	keratinocytes CD49f+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8105193	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8105193	sequencing assay	ERX5053716	SKN8105193.bam	SKN8105193.bam	ERR5263380	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263380/SKN8105193.bam	SKN8105193_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105193_S1_L001_R1_001.fastq.gz	SKN8105193_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105193_S1_L001_R2_001.fastq.gz	SKN8105193_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	keratinocytes CD49f+
SKN8105194	ERS5690598	SAMEA8003349	Homo sapiens	S5	adult	female	normal	skin of body	epidermis	lymphocytes	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8105194	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8105194	sequencing assay	ERX5053717	SKN8105194.bam	SKN8105194.bam	ERR5263381	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263381/SKN8105194.bam	SKN8105194_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105194_S1_L001_R1_001.fastq.gz	SKN8105194_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8105194_S1_L001_R2_001.fastq.gz	SKN8105194_S1_L001_I1_001.fastq.gz	  	  	  	normal	epidermis	lymphocytes
